id,nome,tipo_registro,categoria_principal,categorias_secundarias,resumo,cidade,uf,rua,numero,bairro,complemento,latitude,longitude,telefone,whatsapp,email,site,instagram,horario_funcionamento,servicos_atracoes,acessibilidade,necessita_reserva,cadastur,url_origem,url_mapa,status_revisao,situacao_catalogo,alertas_catalogo,fontes_consultadas
atm_0334,Califórnia Pizzaria E Restaurante,empresa,Gastronomia,,"A entidade é a Califórnia Pizzaria e Restaurante, localizada em Altamira/PA. Utiliza dados de fontes distintas (cadastur e visitaltamira). Priorizou o nome e as coordenadas de visitaltamira, mas manteve o endereço, bairro, telefone e email do cadastro do Cadastur. Possui WhatsApp e Instagram verificados pela fonte visitaltamira.",Altamira,PA,João Pessoa S,,Box 02 Altamira Centro Cep: 68371040 Pa,,,,(93)8804-9564,,PAIOLBEER2@HOTMAIL.COM,,,,,,,Regular - Certificado: 48143430000199 (Operação) - Validade: 2026-07-25,https://visitaltamira.com.br/pt/empresa/california-pizzaria-e-restaurante,,revisado_com_pendencias,Revisar,sem coordenadas | pendências da fonte,cadastur | google_maps | youtube | visitaltamira
atm_0335,Memórias do Xingu,empresa,Gastronomia,,,Altamira,PA,Av. João Pessoa,1360,Centro,Andar 2,"-3,2061775","-52,2065217",+5593991501163,,,https://www.memoriasdoxingu.com.br/,,,pratos regionais,,,,https://visitaltamira.com.br/pt/empresa/memorias-do-xingu,"https://www.google.com/maps?q=-3.2061775,-52.2065217",revisado_com_pendencias,Revisar,pendências da fonte,cadastur | google_maps | youtube | visitaltamira | https://www.visitaltamira.com.br/pt/empresa/memorias-do-xingu | https://restaurantguru.com.br/Memorias-do-Xingu-Altamira | https://www.econodata.com.br/consulta-empresa/46441137000182-memorias-do-xingu-ltda | https://www.visitaltamira.com.br/pt/empresa/memorias-do-xingu
atm_0336,Ver O Rio Restaurante,empresa,Gastronomia,,"O Ver o Rio Restaurante (visitaltamira:63:320ea3a512) é um local em Altamira/PA, focado em Gastronomia, oferecendo culinária regional com peixes amazônicos. Possui informações de contato e um site (google_maps:85:83aba5d8ae|site). O buffet custa aprox. R$ 9,90 e atende famílias e turistas. Coordenadas e telefone priorizados de fontes específicas.",Altamira,PA,Av. João Pessoa,2678,Cep:,Altamira - Pa,"-3,216147","-52,213936",(93) 99231-5770,,,http://www.veroriorestaurante.com.br/,,,"Almoço, buffet, consumo de peixes regionais",,,,https://visitaltamira.com.br/pt/empresa/ver-o-rio-restaurante,"https://www.google.com/maps?q=-3.216147,-52.213936",revisado_com_pendencias,Revisar,pendências da fonte,cadastur | google_maps | youtube | visitaltamira
atm_0337,Bares da Orla,ponto_turistico,Gastronomia Regional,"YouTube, Rio Xingu","Bares da Orla, em Altamira/PA, é um local de Gastronomia Regional localizado na Orla de Altamira. É um ponto de vida noturna, ideal para jovens e adultos, com consumo de bebidas e petiscos, e costuma ficar super lotado à noite. (Fonte: youtube:258:1dcfa867f9, 2026-09-11)",Altamira,PA,Orla de Altamira,,,,,,,,,,,Noite,"Consumo de bebidas e petiscos, vida noturna",,,,https://www.youtube.com/watch?v=1jbwa6EXDT8,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0338,Botequinho do Daco (Seu Daco),empresa,Gastronomia Regional,"Petiscos, Churrasquinho, Armazém","Botequinho do Daco (Seu Daco) é um local de Gastronomia Regional em Altamira/PA, conhecido por servir churrasquinho, petiscos e bebidas. Atende amigos, famílias e moradores locais. (Fonte: youtube:180:1dcfa867f9)",Altamira,PA,,,,Altamira,,,,,,,,,"Churrasquinho, consumo de bebidas, petiscos",,,,https://www.youtube.com/watch?v=zKFg1IkNjZw,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira | https://alegredespertar.cl/empresas/daco-aridos-ltda-santa-cruz
atm_0339,Caca E Ascurra (Chocolates Regionais),empresa,Gastronomia Regional,"Chocolate, Cacau, Produtos Regionais","Caca e Ascurra (Chocolates Regionais) é uma atração de Gastronomia Regional em Altamira/PA, focada na produção e comercialização de chocolates artesanais. É ideal para turistas e apreciadores de chocolate, destacando a qualidade do cacau local. Endereço aproximado: Região de Altamira, Pará.",Altamira,PA,"Região de Altamira, Pará",,,,,,,,,,,,Produção e comercialização de chocolates artesanais.,,,,https://www.youtube.com/watch?v=9UJZSK4BQ-E,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0340,Café E Pastel da Rodoviária (Buriticuba/Região),empresa,Gastronomia Regional,"Café, Lanche Rápido","Café e Pastel da Rodoviária (Buriticuba/Região) é um local de Gastronomia Regional em Altamira/PA, situado na Rodoviária de Buriticuba/Região. Oferece café da manhã/lanche para viajantes em trânsito, com preços de Café R$ 2,00 e Pastel R$ 4,00. (Fonte: youtube:233:1dcfa867f9, 2026-09-11)",Altamira,PA,Rodoviária de Buriticuba/Região,,,,,,,,,,,,Café da manhã/lanche.,,,,https://www.youtube.com/watch?v=nfAE6wNhRww,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0341,Fish Burger (Projeto Mulheres 1 - Ifpa),empresa,Gastronomia Regional,"Hambúrguer de Peixe, Projeto Social, Culinária Amazônica","Fish Burger (Projeto Mulheres 1 - IFPA) é um local de gastronomia regional em Altamira, PA, focado em hambúrguer de peixe. O projeto social é realizado pelas mulheres do IFPA e atende turistas e moradores locais. O endereço é Altamira, PA. (Fonte: youtube:157:1dcfa867f9, 2026-09-11)",Altamira,PA,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=xXCsODfw2Z8,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0342,Fábrica de Açaí de Maracajá,empresa,Gastronomia Regional,"Produtos Locais, Maracajá","Fábrica de Açaí de Maracajá, localizada em Altamira/PA, é uma atração de Gastronomia Regional focada na produção de açaí. O local atende moradores e viajantes, conforme evidenciado em conteúdo do YouTube (youtube:172:1dcfa867f9, 2026-09-11). O endereço registrado é Maracajá, PA.",Altamira,PA,"Maracajá, Pa",,,,,,,,,,,,Produção de açaí,,,,https://www.youtube.com/watch?v=rtJ-6aIQD-I,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0343,Lanche da Dona Maria,empresa,Gastronomia Regional,"Sanduíche, Pastel, Lanches","Lanche da Dona Maria é um local de Gastronomia Regional em Altamira/PA, localizado no Cais de Altamira. Oferece alimentação (sanduíche, pastel, lanches) para pessoas em passeio e famílias. Não necessita de reserva. (Fonte: youtube:246:1dcfa867f9, 2026-09-11)",Altamira,PA,Cais de Altamira,,,,,,,,,,,,Alimentação,,Não,,https://www.youtube.com/watch?v=nUpfU-TuNsM,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0344,Lanchonetes da Praia de Massanori,ponto_turistico,Gastronomia Regional,"Peixe Frito, Lanches","Lanchonetes da Praia de Massanori, em Altamira/PA, é um local de gastronomia regional com opções de peixe frito e lanches. Atende turistas e famílias, sendo possível encontrar o local na Praia de Massanori. Não é necessário fazer reserva.",Altamira,PA,"Praia de Massanori, Altamira",,,,,,,,,,,,Alimentação regional.,,Não,,https://www.youtube.com/watch?v=ZhlIdbG-1j4,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0345,Mercado Municipal de Altamira,empresa,Gastronomia Regional,"Comidas típicas, Cultura local","Mercado Municipal de Altamira, em Altamira/PA, é um local ideal para mergulhar na cultura local, com foco em gastronomia regional, frutas e artesanato. É recomendado para turistas e amantes de culinária. O endereço mais específico encontrado é Centro, Altamira - PA (fonte: youtube:92:1dcfa867f9). Não há informações de contato ou reserva necessárias.",Altamira,PA,Centro,,,,,,,,,,,,Degustação de comidas típicas,,Não,,https://www.youtube.com/watch?v=8uF_f4Ztp5A,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0346,Orla de Altamira (Gastronomia E Lazer Noturno),ponto_turistico,Gastronomia Regional,"Açaí, Tacacá, Eventos, Lazer Noturno","A Orla de Altamira (Gastronomia e Lazer Noturno) em Altamira/PA é um ponto de encontro com foco em gastronomia e lazer noturno. Oferece consumo de açaí, tacacá, hambúrguer e pratos regionais, além de shows e área infantil. O movimento intenso ocorre após as 19h. É ideal para famílias e moradores locais, e não necessita de reserva.",Altamira,PA,"Avenida João Pessoa, Orla de Altamira",,,,,,,,,,,O movimento intenso ocorre após as 19:00 (7 da noite).,"Consumo de açaí, tacacá, hambúrguer, pizza e pratos regionais; shows; área com brinquedos (pula-pula) para crianças; caminhada e exercícios.",,,,https://www.youtube.com/watch?v=RkgTeXobqGU,,revisado_com_pendencias,Revisar,sem coordenadas | sem contato | pendências da fonte,cadastur | google_maps | youtube | visitaltamira
atm_0347,Ponto de Pão de Queijo (Altamira),empresa,Gastronomia Regional,"Lanche, Parada de Estrada","Ponto de Pão de Queijo (Altamira) é um local de Gastronomia Regional em Altamira/PA, ideal para lanche e parada de estrada. Oferece alimentação e é recomendado para viajantes e motoristas. Não necessita de reserva. (Fonte: youtube:41:1dcfa867f9, 2026-09-11)",Altamira,PA,,,,,,,,,,,,,Alimentação,,Não,,https://www.youtube.com/watch?v=jrRdJw3TgLU,,revisado_com_pendencias,Revisar,sem coordenadas | sem contato | pendências da fonte,cadastur | google_maps | youtube | visitaltamira
atm_0348,Produção de Guaraná de Altamira,empresa,Gastronomia Regional,"Produtos Locais, Sabores da Amazônia","Produção de Guaraná de Altamira, em Altamira/PA, é uma atração de Gastronomia Regional focada em produtos locais e sabores amazônicos. Oferece degustação de produtos regionais e atrai amantes de gastronomia regional. Não necessita de reserva. (Fonte: youtube:276:1dcfa867f9, 2026-09-11)",Altamira,PA,,,,"Altamira, Pará",,,,,,,,,Degustação de produtos regionais.,,Não,,https://www.youtube.com/watch?v=JNv8WY0ojmY,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0349,Quiosque Pirarara,empresa,Gastronomia Regional,"Lanches, Apoio ao Turista, Comércio Local","Quiosque Pirarara, localizado na Praia de Massanori, Altamira - PA, é um ponto de gastronomia regional com lanches e apoio ao turista. É frequentado por turistas e viajantes, sendo um local com preço acessível e que não necessita de reserva. Oferece venda de produtos e suporte básico (água/energia). (Fonte: youtube:226:1dcfa867f9, 2026-09-11)",Altamira,PA,"Praia de Massanori, Altamira",,Pa.,,,,,,,,,,"Venda de produtos, suporte com água e energia para viajantes.",,Não,,https://www.youtube.com/watch?v=0dRxV-TCyPI,,revisado_com_pendencias,Revisar,sem coordenadas | sem contato | pendências da fonte,cadastur | google_maps | youtube | visitaltamira
atm_0350,Quiosque da Praia do Massanori,ponto_turistico,Gastronomia Regional,"Tira gosto, Petiscos","Quiosque da Praia do Massanori, localizado em Altamira/PA, é um ponto de Gastronomia Regional. Oferece consumo de tira gosto e refeições, situado na Praia do Massanori. (Fonte: youtube:280:1dcfa867f9, 2026-09-11)",Altamira,PA,Praia do Massanori,,,,,,,,,,,,Consumo de tira gosto e refeições,,,,https://www.youtube.com/watch?v=VMUw_0mT_84,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0351,Quiosque de Churros,empresa,Gastronomia Regional,"Doces, Lanches","Quiosque de Churros em Altamira/PA, localizado no Cais de Altamira. É classificado como Gastronomia Regional, oferecendo Doces, Lanches e atraindo pessoas em passeio. Não necessita de reserva. (Fonte: youtube:247:1dcfa867f9)",Altamira,PA,Cais de Altamira,,,,,,,,,,,,Alimentação,,Não,,https://www.youtube.com/watch?v=nUpfU-TuNsM,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0352,Quiosques da Orla,ponto_turistico,Gastronomia Regional,"Açaí, Comidas Típicas, Bebidas, Lazer Noturno","Quiosques da Orla, em Altamira/PA, é um ponto de gastronomia regional na Orla de Altamira. Oferece alimentação, lanches, bebidas e comidas típicas, sendo um local movimentado à noite, ideal para famílias e turistas. Não é necessário reserva.",Altamira,PA,"Orla de Altamira, Pará",,,,,,,,,,,Muito movimentado durante a noite.,"Alimentação, lanches, bebidas",,Não,,https://www.youtube.com/watch?v=RkgTeXobqGU,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira | https://altamira.pa.gov.br/nova-orla-de-altamira-sera-entregue-nesta-sexta-feira-19-de-dezembro/
atm_0353,Restaurante Almirante Terra Cacau,empresa,Gastronomia Regional,"Cacau, Comida Regional","Restaurante Almirante Terra Cacau, em Altamira/PA, é um local de Gastronomia Regional que oferece almoço e refeições típicas. É recomendado para turistas e moradores, com foco em Cacau e Comida Regional. (Fonte: youtube:119:1dcfa867f9, 2026-09-11)",Altamira,PA,,,,"Altamira, Pará",,,,,,,,,Almoço e refeições típicas,,,,https://www.youtube.com/watch?v=9fyjmOPYT0k,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0354,Venda de Produtos de Castanha,empresa,Gastronomia Regional,"Castanha do Pará, Produtos da Floresta","A entidade ""Venda de Produtos de Castanha"" em Altamira/PA, localizada no Cais de Altamira, oferece a compra de produtos típicos, como castanha do Pará. É voltada para turistas e moradores, não necessita de reserva e sua categoria principal é Gastronomia Regional. A fonte primária é um vídeo do YouTube (2026-09-11).",Altamira,PA,Cais de Altamira,,,,,,,,,,,,Compra de produtos típicos,,Não,,https://www.youtube.com/watch?v=nUpfU-TuNsM,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira | https://avaliacoesbrasil.com/loja-de-produtos-naturais/joao-pessoa/box-da-castanha/?view_reviews=yy | https://avaliacoesbrasil.com/loja-de-produtos-naturais/joao-pessoa/box-da-castanha/
atm_0355,Hotel E Churrascaria Casa Nova,empresa,Gastronomia Regional e Hospedagem,"Churrascaria, Hotel, Roteiros Turísticos","A Churrascaria Casa Nova é um estabelecimento em Altamira/PA, com foco em gastronomia e hospedagem. O endereço principal é R. Anchieta, 2296 - Centro. Oferece serviços como churrascaria, hotel e roteiros turísticos. O contato principal é (93) 98811-3115, e o site é https://hotelcasanovaaltamira.com.br/. As fontes indicam serviços de almoço e delivery em horários específicos.",Altamira,PA,R. Anchieta,2296,Centro,,"-3,208164","-52,21691",(93) 98811-3115,,,https://hotelcasanovaaltamira.com.br/,,,"Hospedagem, refeições (churrascaria) e organização de roteiros turísticos.",,,,https://www.google.com/maps/place/Hotel+e+Churrascaria+Casa+Nova/data=!4m10!3m9!1s0x9292386c3400901b:0x3fab5c192130e109!5m2!4m1!1i2!8m2!3d-3.208164!4d-52.21691!16s%2Fg%2F11h0_f276!19sChIJG5AANGw4kpIRCeEwIRlcqz8?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.208164,-52.21691",revisado_com_pendencias,Revisar,pendências da fonte,cadastur | google_maps | youtube | visitaltamira | https://aiqfome.com/PA/altamira/churrascaria-casa-nova | https://hotelcasanovaaltamira.com.br/churrascaria-casa-nova
atm_0356,Burger King (Shopping),empresa,Gastronomia Rápida,"Shopping, Alimentação","Burger King (Shopping) é um local de Gastronomia Rápida em Altamira/PA, localizado em um shopping. Oferece consumo de lanches (hambúrguer, batata, refrigerante) e é voltado para famílias e jovens. (Fonte: youtube:189:1dcfa867f9, 2026-09-11)",Altamira,PA,Shopping Em Altamira,,,,,,,,,,,,"Consumo de lanches (hambúrguer, batata, refrigerante)",,,,https://www.youtube.com/watch?v=86azu69qLEk,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0357,Miranda (Guia de Pesca),empresa,Guia de Turismo,"Piloteiro, Pesca Esportiva, Experiência Local","Miranda (Guia de Pesca) é um guia de turismo em Altamira/PA, especializado em pesca esportiva e experiências locais. Oferece condução de barcos e instrução de pesca para turistas e pescadores de todos os níveis. Recomenda-se reserva prévia. (Fonte: youtube:158:1dcfa867f9)",Altamira,PA,Rio Xingu,,,,,,,,,,,,"Condução de barcos para pesca, localização de pontos estratégicos (corredeiras e pedrais) e instrução de pesca.",,Sim,,https://www.youtube.com/watch?v=xXCsODfw2Z8,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0358,Paloma da Conceicao Faro Rosa,empresa,Guias,"Excursão Nacional - Brasil / América do Sul|Guia Regional, Ecoturismo|Turismo de Aventura|Turismo de Sol e Praia","PALOMA DA CONCEICAO FARO ROSA é um guia de turismo em Altamira/PA, registrado no Cadastur (Regular). Oferece serviços de guia regional, ecoturismo e turismo de aventura. Contato: (91) 98549-2595 ou +5591985492595. Necessita reserva e atende em Belém, Vigia e Altamira.",Altamira,PA,,,,,,,(91)98549-2595,(91) 98549-2595,pallomafaro6@gmail.com,,,,Atuação: Belém|Vigia|Altamira | Atendimento: Português,,Sim,Regular - Certificado: 14758287228 (Operação) - Validade: 2031-03-18,https://cadastur.turismo.gov.br/,,revisado,Revisar,sem coordenadas | sem endereço,cadastur | google_maps | youtube | visitaltamira
atm_0359,Magal Lanches,empresa,Hamburgueria,alimentacao,"MAGAL LANCHES é um estabelecimento em Altamira/PA, classificado como Hamburgueria (principal) e relacionado à alimentação. O endereço é Av. Alacid Nunes, 431 - Jardim Independente I. Contatos incluem telefone (93) 99174-4985 e WhatsApp +5593991744985. Possui registro Cadastur (válido até 2027-07-29) e atende em Português.",Altamira,PA,Av. Alacid Nunes,431,Jardim Independente I,,,,(93) 99174-4985,(93) 99174-4985,MAGALLANCHESATM913@GMAIL.COM,,,,Atendimento: Português,,,Regular - Certificado: 61477483000104 (Operação) - Validade: 2027-07-29,https://cadastur.turismo.gov.br/,,revisado_com_pendencias,Revisar,sem coordenadas | pendências da fonte,cadastur | google_maps | youtube | visitaltamira
atm_0360,Sabor Estrangeiro- Hamburgueria & Pizzaria,empresa,Hamburgueria,alimentacao,"Entidade turística consolidada: Sabor Estrangeiro- Hamburgueria & Pizzaria, classificada como Hamburgueria (alimentação). Localizada em Altamira/PA, no bairro Recreio, com endereço na Av. João Pessoa, 1836. Contato: (93) 99215-5956. Coordenadas e dados extraídos do Google Maps (2026-09-11).",Altamira,PA,Av. João Pessoa,1836,Recreio,,"-3,209401","-52,2092352",(93) 99215-5956,,,,,,,,,,https://www.google.com/maps/place/Sabor+Estrangeiro-+Hamburgueria+%26+Pizzaria/data=!4m7!3m6!1s0x929239d1d2ab3563:0xebf1ff8b4401fae7!8m2!3d-3.209401!4d-52.2092352!16s%2Fg%2F11rj3d1y6n!19sChIJYzWr0tE5kpIR5_oBRIv_8es?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.209401,-52.2092352",revisado_com_pendencias,Revisar,pendências da fonte,cadastur | google_maps | youtube | visitaltamira
atm_0361,Alojamento Diferro,empresa,Hospedagem,,"Alojamento Diferro é uma hospedagem localizada em Altamira, PA, no bairro Brasília. O endereço é 134, Tv. Pres. Médici, 2 - Brasília, Altamira - PA, 68377-020. As coordenadas são -3.1941383, -52.2104342 (Fonte: google_maps:323:83aba5d8ae). Foi confirmada a informação no site oficial (live_6856a334ed).",Altamira,PA,"134, Tv. Pres. Médici",2,Brasília,,"-3,1941383","-52,2104342",,,,,,,,,,,https://www.google.com/maps/place/Alojamento+Diferro/data=!4m10!3m9!1s0x929238382f15f4b7:0x6b99a681757a15bd!5m2!4m1!1i2!8m2!3d-3.1941383!4d-52.2104342!16s%2Fg%2F11bxdv5012!19sChIJt_QVLzg4kpIRvRV6dYGmmWs?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.1941383,-52.2104342",revisado,Revisar,sem contato,cadastur | google_maps | youtube | visitaltamira | https://lemeshotel.com.br/hotel/alojamento-diferro/
atm_0362,C Q Sabe Motel,empresa,Hospedagem,hospedagem,"Entidade turística consolidada: C Q Sabe Motel, classificado como Hospedagem em Altamira/PA. O endereço é Rod. Transamazônica - Colinas, e o contato é (93) 99148-8094. Coordenadas e dados extraídos do Google Maps (2026-09-11).",Altamira,PA,Rod. Transamazônica,,Colinas,,"-3,1830041","-52,1866484",(93) 99148-8094,,,,,,,,,,https://www.google.com/maps/place/C+Q+Sabe+Motel/data=!4m10!3m9!1s0x9292377f3b540bbd:0x141144effb25cf6f!5m2!4m1!1i2!8m2!3d-3.1830041!4d-52.1866484!16s%2Fg%2F11gdrc6qlq!19sChIJvQtUO383kpIRb88l--9EERQ?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.1830041,-52.1866484",revisado,Apto para conferência final,,cadastur | google_maps | youtube | visitaltamira
atm_0363,Chácara Paraíso Parques Aquaticos,empresa,Hospedagem,alimentacao,"Consolidado com dados de 'Chácara Paraíso parques aquaticos' (google_maps:380:83aba5d8ae). A entidade é classificada como Hospedagem, com atividades de alimentação. Localizada em Altamira/PA, o endereço é Unnamed Road, e as coordenadas são -3.0992912, -52.2572249 (Fonte: google_maps, 2026-09-11). Pendência: Não há informações de contato ou fotos verificadas para esta unidade.",Altamira,PA,Unnamed Road,,Pa,,"-3,0992912","-52,2572249",,,,,,,,,,,https://www.google.com/maps/place/Ch%C3%A1cara+Para%C3%ADso+parques+aquaticos/data=!4m7!3m6!1s0x92923bb4e7984c6f:0xc4c87ebd30457344!8m2!3d-3.0992912!4d-52.2572249!16s%2Fg%2F11ql5ldzp1!19sChIJb0yY57Q7kpIRRHNFML1-yMQ?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.0992912,-52.2572249",revisado_com_pendencias,Revisar,sem contato | pendências da fonte,cadastur | google_maps | youtube | visitaltamira
atm_0364,Hamara Soft Hotel 1,empresa,Hospedagem,hospedagem,"Hamara Soft Hotel 1 em Altamira/PA. A unidade é classificada como Hospedagem, com endereço na Av. Brg. Eduardo Gomes - Esplanada do Xingu. Contatos incluem telefone (93) 99185-4736 e e-mail HAMARASOFTHOTEL2@GMAIL.COM. Possui registro Cadastur (105:6b7236cb4b) e necessita de reserva. Coordenadas e informações visuais foram priorizadas de fontes específicas.",Altamira,PA,Av. Brg. Eduardo Gomes,,Esplanada do Xingu,,,,(93) 99185-4736,,HAMARASOFTHOTEL2@GMAIL.COM,,,,42 UHs | 64 leitos | Atendimento: Português,,Sim,Regular - Certificado: 61349305000106 (Operação) - Validade: 2028-03-24,https://visitaltamira.com.br/pt/empresa/hamara-soft-hotel-i,,revisado_com_pendencias,Revisar,sem coordenadas | pendências da fonte,cadastur | google_maps | youtube | visitaltamira
atm_0365,Hamara Soft Hotel 2,empresa,Hospedagem,hospedagem,"Hamara Soft Hotel 2 em Altamira/PA. A unidade é classificada como Hospedagem, com endereço em Av. Brg. Eduardo Gomes, 2933, São Sebastião. Contatos incluem (93) 99209-8172 e e-mail HAMARASOFTHOTEL2@GMAIL.COM. Possui serviços como 42 UHs e 64 leitos, e necessita de reserva. (Fonte: google_maps:60:83aba5d8ae e cadastur:105:6b7236cb4b)",Altamira,PA,Av. Brg. Eduardo Gomes,2933,São Sebastiao,,,,(93) 99209-8172,,HAMARASOFTHOTEL2@GMAIL.COM,,,,42 UHs | 64 leitos | Atendimento: Português,,Sim,Regular - Certificado: 61349305000106 (Operação) - Validade: 2028-03-24,https://visitaltamira.com.br/pt/empresa/hamara-soft-hotel-ii,,revisado_com_pendencias,Revisar,sem coordenadas | pendências da fonte,cadastur | google_maps | youtube | visitaltamira | https://www.solutudo.com.br/empresas/pa/altamira/hoteis/hamara-soft-hotel-2-22961807
atm_0366,Henriques Hotel,empresa,Hospedagem,hospedagem,"Entidade turística consolidada: Henriques Hotel, classificado como Hospedagem em Altamira/PA. O endereço completo é Rua Pedro Henrique Mauad, 4057 - Jardim Independente II. Contato: (93) 3515-9896. Coordenadas e dados obtidos via Google Maps (2026-09-11).",Altamira,PA,Rua Pedro Henrique Mauad,4057,- Jardim Independente Ii,,"-3,1989677","-52,2097663",(93) 3515-9896,,,,,,,,,,https://www.google.com/maps/place/Henriques+Hotel/data=!4m10!3m9!1s0x9292383ee1d1ccf7:0xeb7b969c2cc3c69!5m2!4m1!1i2!8m2!3d-3.1989677!4d-52.2097663!16s%2Fg%2F11cm0gnjth!19sChIJ98zR4T44kpIRaTzMwmm5tw4?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.1989677,-52.2097663",revisado,Apto para conferência final,,cadastur | google_maps | youtube | visitaltamira
atm_0367,Hotel Altamira,empresa,Hospedagem,hospedagem,"Consolidado o Hotel Altamira com dados de localização e contato da fonte google_maps:62:83aba5d8ae. Endereço: Av. Jader Barbalho, N° 2774 - Sudam II, Altamira - PA, 68371-050. Telefone: (93) 99167-2523. A categoria principal é Hospedagem.",Altamira,PA,Av. Jader Barbalho,2774,Sudam Ii,,"-3,2069464","-52,2238116",(93) 99167-2523,,,,,,,,,,https://www.google.com/maps/place/Hotel+Altamira/data=!4m10!3m9!1s0x9292398046e97deb:0x305ec3f67add27bf!5m2!4m1!1i2!8m2!3d-3.2069464!4d-52.2238116!16s%2Fg%2F11sctprqf8!19sChIJ633pRoA5kpIRvyfdevbDXjA?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.2069464,-52.2238116",revisado_com_pendencias,Revisar,pendências da fonte,cadastur | google_maps | youtube | visitaltamira | https://visitaltamira.com.br/en/onde-ficar
atm_0368,Hotel Central,empresa,Hospedagem,hospedagem,"Hotel Central, classificado como Hospedagem, está localizado em Altamira, PA. O endereço completo é Tv. Pedro Gomes, 1275 - Sudam I, Altamira - PA, 68371-105. As coordenadas são -3.2048778, -52.2198933, conforme dados do Google Maps (2026-09-11).",Altamira,PA,Tv. Pedro Gomes,1275,Sudam I,,"-3,2048778","-52,2198933",,,,,,,,,,,https://www.google.com/maps/place/Hotel+Central/data=!4m10!3m9!1s0x9292386c479a18d1:0xbe08c05677de68de!5m2!4m1!1i2!8m2!3d-3.2048778!4d-52.2198933!16s%2Fg%2F1tgptppl!19sChIJ0RiaR2w4kpIR3mjed1bACL4?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.2048778,-52.2198933",revisado,Revisar,sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0369,Hotel Globo,empresa,Hospedagem,hospedagem,"Hotel Globo, classificado como Hospedagem, está localizado em Altamira/PA. O endereço completo é 338, Tv. Salim Mauad, 294 - Centro, Altamira - PA, 68371-486. O contato é (93) 3515-1690. Coordenadas: Lat -3.2075315, Lon -52.216915 (Fonte: google_maps, 2026-09-11).",Altamira,PA,"338, Tv. Salim Mauad",294,Centro,,"-3,2075315","-52,216915",(93) 3515-1690,,,,,,,,,,https://www.google.com/maps/place/Hotel+Globo/data=!4m10!3m9!1s0x9292386c248e985f:0x9b3469c7adbcda04!5m2!4m1!1i2!8m2!3d-3.2075315!4d-52.216915!16s%2Fg%2F11clwpts5h!19sChIJX5iOJGw4kpIRBNq8rcdpNJs?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.2075315,-52.216915",revisado,Apto para conferência final,,cadastur | google_maps | youtube | visitaltamira
